Current_Ver,Ver_Mon,Ver_Year,And_1st_Ver,And_Last_Ver
3.12.0,7.0,2018.0,3.0,11.0
3.8.2,9.0,2013.0,2.0,11.0
1.0.13,11.0,2017.0,3.0,11.0
1,6.0,2017.0,4.0,11.0
1.2.3,8.0,2015.0,3.0,11.0
3.1.7,6.0,2014.0,3.0,11.0
3.2.2,1.0,2017.0,2.0,11.0
1.14.0,12.0,2016.0,2.0,11.0
1.0.0,3.0,2018.0,4.0,11.0
2.2.0.23,9.0,2015.0,3.0,11.0
1.03,5.0,2018.0,4.0,11.0
1.01,4.0,2015.0,4.0,11.0
1.0.9,5.0,2018.0,4.0,11.0
1.1.40,7.0,2018.0,4.0,11.0
1.3.5,1.0,2018.0,4.0,11.0
3.3.6,10.0,2017.0,4.0,11.0
1.0.6,8.0,2015.0,3.0,11.0
1.2.2,3.0,2017.0,4.0,11.0
v6.1,5.0,2016.0,2.0,11.0
1.4.3,4.0,2011.0,2.0,11.0
1.0.5,12.0,2015.0,2.0,11.0
18.30.22,8.0,2018.0,4.0,11.0
1.4.4,8.0,2016.0,2.0,11.0
3.4.5,11.0,2017.0,4.0,11.0
1.193,7.0,2018.0,4.0,11.0
1.0.0,8.0,2018.0,11.0,11.0
1.0,9.0,2017.0,4.0,11.0
1.6.7,4.0,2018.0,4.0,11.0
1.2.1,7.0,2018.0,4.0,11.0
1.1.9,7.0,2016.0,2.0,11.0
1.13.299,7.0,2017.0,4.0,11.0
5,2.0,2017.0,4.0,11.0
1.11,11.0,2013.0,2.0,11.0
1.7.0,5.0,2018.0,4.0,11.0
1.14.0,5.0,2018.0,2.0,11.0
2.0,7.0,2018.0,4.0,11.0
DH-Security Camera,8.0,2017.0,5.0,11.0
11.7.5,7.0,2018.0,2.0,11.0
1.67,2.0,2017.0,2.0,11.0
2.0.5,9.0,2015.0,3.0,11.0
1.0.0,8.0,2018.0,11.0,11.0
3.8.1,7.0,2018.0,4.0,11.0
1.0.0,8.0,2018.0,11.0,11.0
4.81,8.0,2018.0,4.0,11.0
4.426,8.0,2018.0,4.0,11.0
1.2.2,7.0,2018.0,4.0,11.0
10.5.00,7.0,2018.0,4.0,11.0
7.4,3.0,2018.0,4.0,11.0
1.04,7.0,2018.0,4.0,11.0
1.4.4,7.0,2018.0,4.0,11.0
2.8.26,6.0,2018.0,4.0,11.0
6.19.1,8.0,2018.0,4.0,11.0
1.1.64,8.0,2018.0,4.0,11.0
5.42.1,8.0,2018.0,2.0,11.0
1.0.10,7.0,2017.0,4.0,11.0
1.0.0,7.0,2018.0,11.0,11.0
2.25.17,7.0,2018.0,4.0,11.0
2.0.1.3,6.0,2018.0,4.0,11.0
1.18.4,7.0,2018.0,4.0,11.0
1.0.0,8.0,2018.0,11.0,11.0
1.1.58,7.0,2018.0,4.0,11.0
10.1.6,6.0,2018.0,4.0,11.0
1.0.0,8.0,2018.0,11.0,11.0
4.7.4.3869-7b2372c3e,7.0,2018.0,5.0,11.0
1.6.0,2.0,2018.0,4.0,11.0
1.1,1.0,2018.0,4.0,11.0
6.6.8,7.0,2018.0,5.0,11.0
1.0,5.0,2017.0,4.0,11.0
1.0,11.0,2017.0,4.0,11.0
4,12.0,2016.0,4.0,11.0
1.0.0.5,4.0,2018.0,4.0,11.0
1.1,7.0,2014.0,2.0,11.0
1.0,7.0,2017.0,4.0,11.0
1.3,4.0,2014.0,2.0,11.0
1.7.1,3.0,2018.0,5.0,11.0
1.0.0.22,5.0,2018.0,4.0,11.0
1.2,7.0,2018.0,4.0,11.0
3.9.1,7.0,2018.0,4.0,11.0
2.1.4,5.0,2018.0,4.0,11.0
1.0.1.8,4.0,2018.0,4.0,11.0
3.0.5,7.0,2018.0,4.0,11.0
3.0.3,6.0,2018.0,4.0,11.0
1.1.6,7.0,2017.0,4.0,11.0
2.106.0,6.0,2018.0,4.0,11.0
1.2,7.0,2014.0,2.0,11.0
2.0.14,3.0,2018.0,4.0,11.0
3.5.2,3.0,2018.0,4.0,11.0
3.0.0,2.0,2018.0,3.0,11.0
4.1.23,8.0,2018.0,4.0,11.0
1.26,10.0,2017.0,4.0,11.0
v2017.Dec.01.19,12.0,2017.0,4.0,11.0
8.2,5.0,2018.0,4.0,11.0
1.0.0,2.0,2018.0,3.0,11.0
0.9.9.14,6.0,2015.0,2.0,11.0
5.1.4,10.0,2017.0,4.0,11.0
1.0,9.0,2017.0,2.0,11.0
1.0,10.0,2017.0,4.0,11.0
1.0.0,4.0,2018.0,3.0,11.0
1.0,4.0,2017.0,4.0,11.0
2.1.0.2173,5.0,2018.0,4.0,11.0
1.0.2,6.0,2013.0,2.0,11.0
2.28,5.0,2017.0,4.0,11.0
1.0.2,4.0,2018.0,4.0,11.0
5.0.45,3.0,2018.0,4.0,11.0
1.1.2,2.0,2017.0,4.0,11.0
3.8.8,11.0,2017.0,2.0,11.0
1.1,3.0,2018.0,4.0,11.0
1.0,9.0,2017.0,4.0,11.0
3.1.0,9.0,2017.0,4.0,11.0
0.38.1,6.0,2018.0,4.0,11.0
1.0,7.0,2018.0,4.0,11.0
1.0.0,5.0,2017.0,4.0,11.0
6.4.0,11.0,2017.0,4.0,11.0
1.0.0,11.0,2017.0,11.0,11.0
2.0.9,5.0,2018.0,4.0,11.0
1.0.0,7.0,2018.0,11.0,11.0
2.0.7,6.0,2018.0,4.0,11.0
2.5,10.0,2017.0,4.0,11.0
20170828,8.0,2017.0,11.0,11.0
1.1.6,1.0,2018.0,2.0,11.0
3.5.5,4.0,2018.0,4.0,11.0
1.0.5,8.0,2018.0,2.0,11.0
2.0.4,3.0,2018.0,4.0,11.0
5.19,8.0,2018.0,4.0,11.0
18.1.79,5.0,2018.0,5.0,11.0
3.1.2,5.0,2018.0,5.0,11.0
2.0.7,6.0,2018.0,4.0,11.0
1.0.5,7.0,2018.0,4.0,11.0
12.04.18,4.0,2018.0,3.0,11.0
2.0.7,8.0,2018.0,4.0,11.0
3.48,7.0,2018.0,4.0,11.0
1.0.184,1.0,2018.0,4.0,11.0
2.1.3,9.0,2016.0,4.0,11.0
5.03,8.0,2018.0,4.0,11.0
4.1.9o,7.0,2016.0,4.0,11.0
1.0.81,5.0,2018.0,4.0,11.0
1.0.8,8.0,2018.0,4.0,11.0
1.0,9.0,2015.0,2.0,11.0
2.0,12.0,2017.0,4.0,11.0
2.1,3.0,2016.0,2.0,11.0
1.0.4,10.0,2016.0,4.0,11.0
1.5.2,4.0,2018.0,4.0,11.0
2.7.5,6.0,2018.0,4.0,11.0
3.1.8,3.0,2017.0,2.0,11.0
1.0,7.0,2018.0,4.0,11.0
1.1.10a,1.0,2018.0,4.0,11.0
3.20.3,3.0,2018.0,4.0,11.0
0.3.7,6.0,2018.0,4.0,11.0
1.14b,1.0,2017.0,3.0,11.0
3.8.8,2.0,2018.0,2.0,11.0
1.7.2,8.0,2016.0,3.0,11.0
1.0,1.0,2018.0,4.0,11.0
HTTPs,5.0,2018.0,4.0,11.0
1.1.2,6.0,2018.0,4.0,11.0
2.0.9,7.0,2018.0,4.0,11.0
1.0,10.0,2013.0,2.0,11.0
2.0,2.0,2017.0,2.0,11.0
1.3,12.0,2017.0,4.0,11.0
2.4.0,9.0,2017.0,4.0,11.0
1.6,2.0,2013.0,2.0,11.0
1.1.1,4.0,2017.0,4.0,11.0
2.3,8.0,2018.0,2.0,11.0
1.0,11.0,2014.0,4.0,11.0
1.0,2.0,2014.0,2.0,11.0
2.0.1,7.0,2018.0,4.0,11.0
1.9.1,4.0,2018.0,6.0,11.0
1.2,5.0,2018.0,2.0,11.0
1.0,5.0,2018.0,4.0,11.0
30.0,10.0,2017.0,3.0,11.0
2.1.0,6.0,2018.0,4.0,11.0
1.5,11.0,2017.0,4.0,11.0
1.4.2,7.0,2017.0,4.0,11.0
1.0.0,1.0,2015.0,2.0,11.0
2.1,7.0,2017.0,4.0,11.0
4.0.30,9.0,2017.0,5.0,11.0
2.2.3,6.0,2016.0,4.0,11.0
1.1,6.0,2015.0,2.0,11.0
1.4.6,7.0,2018.0,4.0,11.0
2.1.4,7.0,2018.0,4.0,11.0
1.0.0,1.0,2018.0,11.0,11.0
1.0,3.0,2018.0,4.0,11.0
1.0.4,6.0,2018.0,2.0,11.0
21 - Rel2.0,6.0,2018.0,3.0,11.0
1.0.5,8.0,2018.0,4.0,11.0
1.0.0,3.0,2018.0,11.0,11.0
3.2.1.258,7.0,2018.0,5.0,11.0
2.0.0,2.0,2017.0,4.0,11.0
1.15,6.0,2016.0,2.0,11.0
1.0,3.0,2014.0,4.0,11.0
2.1.2,7.0,2018.0,5.0,11.0
1.3.2,5.0,2018.0,4.0,11.0
0.6.11,2.0,2013.0,2.0,11.0
1.0,7.0,2018.0,4.0,11.0
4.2.7,7.0,2018.0,4.0,11.0
7.17.2.0,6.0,2018.0,5.0,11.0
2.1.1,5.0,2018.0,5.0,11.0
3.2.7,7.0,2018.0,4.0,11.0
1.4,6.0,2018.0,4.0,11.0
1.0.0,6.0,2018.0,4.0,11.0
1.0,10.0,2015.0,2.0,11.0
1.0.2,4.0,2018.0,4.0,11.0
1.0,4.0,2018.0,4.0,11.0
1.11,9.0,2013.0,3.0,11.0
3.9.17,7.0,2018.0,4.0,11.0
1.1.2,4.0,2018.0,4.0,11.0
2.5.0,12.0,2017.0,4.0,11.0
1.0.2,6.0,2018.0,4.0,11.0
1.0.0,3.0,2018.0,4.0,11.0
1.1,7.0,2016.0,2.0,11.0
2.2.2.1,7.0,2018.0,4.0,11.0
1.0.0,2.0,2018.0,11.0,11.0
1.2.0,7.0,2018.0,4.0,11.0
1.0.0,9.0,2017.0,11.0,11.0
1.0.0,4.0,2018.0,4.0,11.0
14.4.4.00,8.0,2018.0,4.0,11.0
1.1,7.0,2018.0,4.0,11.0
2.1.1,11.0,2014.0,2.0,11.0
12.0,5.0,2017.0,1.0,11.0
1.6.2,4.0,2018.0,4.0,11.0
1.5.3,1.0,2018.0,4.0,11.0
2.0.0,10.0,2016.0,4.0,11.0
2.5.0,12.0,2017.0,4.0,11.0
0.1.27,6.0,2018.0,4.0,11.0
1.3,7.0,2018.0,4.0,11.0
1.1.0,5.0,2017.0,3.0,11.0
1.2.0,7.0,2018.0,4.0,11.0
1.1.7,7.0,2018.0,4.0,11.0
1.0.9,7.0,2018.0,4.0,11.0
18.0,1.0,2018.0,4.0,11.0
1.0.0,8.0,2018.0,11.0,11.0
1.36.82,7.0,2018.0,4.0,11.0
1.0.0,8.0,2018.0,11.0,11.0
3.12.4,7.0,2018.0,11.0,11.0
4.3.19,6.0,2018.0,2.0,11.0
3.0.17,3.0,2018.0,4.0,11.0
2.3.2,1.0,2018.0,5.0,11.0
7.3.30,7.0,2018.0,4.0,11.0
1.0.0,8.0,2018.0,11.0,11.0
1.0.4,6.0,2016.0,4.0,11.0
1.4.2,10.0,2015.0,2.0,11.0
1.0.0,4.0,2018.0,11.0,11.0
12.8.2,8.0,2018.0,4.0,11.0
2.68.14,3.0,2018.0,4.0,11.0
1.0.0,5.0,2018.0,11.0,11.0
1.0.0,4.0,2018.0,11.0,11.0
2.7.3,4.0,2017.0,4.0,11.0
2.0,12.0,2016.0,4.0,11.0
1.0.0,7.0,2018.0,11.0,11.0
0.21.1,8.0,2018.0,4.0,11.0
2.3.5,11.0,2014.0,2.0,11.0
2.10.1,11.0,2017.0,6.0,11.0
2.0,9.0,2013.0,1.0,
1.2.187-83,8.0,2018.0,4.0,11.0
67,7.0,2018.0,4.0,11.0
2.8.12,6.0,2018.0,5.0,11.0
1.0.0,8.0,2018.0,11.0,11.0
1.4.9,6.0,2018.0,4.0,11.0
2.2 (Protostar),1.0,2018.0,4.0,11.0
1.0.0,6.0,2018.0,11.0,11.0
1.0.0,6.0,2018.0,11.0,11.0
1.1.7,2.0,2016.0,4.0,11.0
2.1.2,6.0,2018.0,4.0,11.0
2.7.92,2.0,2018.0,4.0,11.0
2.22,7.0,2018.0,4.0,11.0
1.4,2.0,2015.0,2.0,11.0
0.3.1,7.0,2018.0,5.0,11.0
2.3.0,7.0,2018.0,4.0,11.0
1.5.2,11.0,2017.0,2.0,11.0
1.0.0,8.0,2018.0,11.0,11.0
1.3.0,11.0,2017.0,5.0,11.0
7.0,7.0,2018.0,4.0,11.0
1.6.1,4.0,2017.0,4.0,11.0
1.0.7,9.0,2016.0,4.0,11.0
1.0,6.0,2017.0,4.0,11.0
1.0,7.0,2017.0,4.0,11.0
1.8,5.0,2018.0,4.0,11.0
2.7,6.0,2018.0,4.0,11.0
2.4.2,2.0,2018.0,4.0,11.0
1.5,8.0,2018.0,4.0,11.0
1.13,1.0,2018.0,4.0,11.0
1.2,5.0,2017.0,4.0,11.0
1.00.15,4.0,2018.0,4.0,11.0
4.1.0,8.0,2018.0,4.0,11.0
1.0,3.0,2017.0,4.0,11.0
2.3.1,5.0,2018.0,4.0,11.0
1.0.1,8.0,2017.0,3.0,11.0
1.0,4.0,2017.0,4.0,11.0
1.4,8.0,2018.0,4.0,11.0
1.5,3.0,2016.0,2.0,11.0
1.0,10.0,2017.0,4.0,11.0
1.8,5.0,2018.0,4.0,11.0
1.1,6.0,2018.0,4.0,11.0
1.3,5.0,2017.0,4.0,11.0
2.1.5,7.0,2018.0,4.0,11.0
2.5,9.0,2017.0,4.0,11.0
1.7,5.0,2018.0,4.0,11.0
1.6,8.0,2018.0,4.0,11.0
1.0,12.0,2015.0,2.0,11.0
1.2.1,11.0,2017.0,4.0,11.0
1.0,5.0,2018.0,4.0,11.0
1.0,5.0,2017.0,4.0,11.0
6.1,6.0,2018.0,4.0,11.0
1.0,7.0,2017.0,4.0,11.0
7.6.5,11.0,2017.0,4.0,11.0
DPSTATUS1.0.1,12.0,2017.0,4.0,11.0
1.0.4,8.0,2018.0,4.0,11.0
20,1.0,2018.0,4.0,11.0
1.0.4,1.0,2018.0,4.0,11.0
9.0,5.0,2018.0,4.0,11.0
1.47,5.0,2018.0,4.0,11.0
2.0.5,3.0,2017.0,4.0,11.0
5.2,6.0,2018.0,4.0,11.0
1.0,9.0,2015.0,4.0,11.0
1,1.0,2018.0,4.0,11.0
15|06|17,6.0,2017.0,4.0,11.0
2.1.0,7.0,2018.0,4.0,11.0
1.4.1,5.0,2018.0,4.0,11.0
1.1,12.0,2017.0,4.0,11.0
1.4.0,7.0,2018.0,4.0,11.0
1.0,7.0,2018.0,5.0,11.0
1.1.4,4.0,2017.0,4.0,11.0
1.10,4.0,2018.0,4.0,11.0
1.0.5,3.0,2018.0,4.0,11.0
1.5.10.NA,11.0,2016.0,3.0,11.0
1.0.7,3.0,2017.0,2.0,11.0
1.0.5,3.0,2018.0,4.0,11.0
3.3.6,7.0,2018.0,4.0,11.0
1.0.4,8.0,2018.0,2.0,11.0
5.15.0,7.0,2018.0,4.0,11.0
1.2,10.0,2015.0,4.0,11.0
1.1,7.0,2018.0,2.0,11.0
di-v3.4.0.4,3.0,2018.0,4.0,11.0
5.0.4,7.0,2018.0,4.0,11.0
1.2.3,4.0,2016.0,3.0,11.0
2.0.4,6.0,2018.0,4.0,11.0
3.2,3.0,2016.0,2.0,11.0
1.9.0,4.0,2018.0,4.0,11.0
1.1.3,3.0,2017.0,2.0,11.0
1.3.1,7.0,2018.0,4.0,11.0
1.1.4g,7.0,2018.0,4.0,11.0
1.1.6,11.0,2012.0,2.0,11.0
1.3,7.0,2013.0,2.0,11.0
1.5,11.0,2013.0,2.0,11.0
1.5,2.0,2018.0,4.0,11.0
1.20,4.0,2018.0,4.0,11.0
5.7.0,4.0,2018.0,4.0,11.0
1.6,11.0,2013.0,11.0,11.0
5.0.0,6.0,2018.0,4.0,11.0
7.9.0.0,7.0,2018.0,4.0,11.0
2.55,2.0,2018.0,4.0,11.0
0.0.80,8.0,2018.0,4.0,11.0
3.1.0,7.0,2018.0,4.0,11.0
4.4.2,8.0,2018.0,5.0,11.0
1.1.0,5.0,2018.0,4.0,11.0
2.2.0,4.0,2018.0,4.0,11.0
4.11.1,8.0,2018.0,4.0,11.0
2.3.9,4.0,2016.0,3.0,11.0
1.14,3.0,2018.0,4.0,11.0
1.32,5.0,2018.0,4.0,11.0
1.0.0,7.0,2018.0,11.0,11.0
3.2.0.169,5.0,2018.0,2.0,11.0
1.8,7.0,2018.0,4.0,11.0
1.5,9.0,2017.0,4.0,11.0
1.0.0,8.0,2018.0,11.0,11.0
3.1,1.0,2018.0,4.0,11.0
1.29,7.0,2018.0,4.0,11.0
2.2.82,7.0,2018.0,4.0,11.0
3.0.1114,8.0,2018.0,4.0,11.0
3.0.6,6.0,2018.0,4.0,11.0
1.0,5.0,2018.0,4.0,11.0
1.39,7.0,2018.0,4.0,11.0
1.11,1.0,2018.0,4.0,11.0
2.5,7.0,2018.0,4.0,11.0
1.06,1.0,2018.0,4.0,11.0
1.06,1.0,2018.0,4.0,11.0
1.0.0,7.0,2018.0,11.0,11.0
1.05,1.0,2018.0,4.0,11.0
1.54,1.0,2018.0,4.0,11.0
1.0,7.0,2016.0,4.0,11.0
1.2,6.0,2018.0,4.0,11.0
1.7,4.0,2017.0,4.0,11.0
1.01,1.0,2015.0,4.0,11.0
1.2.7,3.0,2018.0,4.0,11.0
1.41,1.0,2018.0,4.0,11.0
3.3,12.0,2017.0,4.0,11.0
5.3.8,2.0,2018.0,4.0,11.0
1.8,12.0,2014.0,4.0,11.0
1.8,4.0,2018.0,4.0,11.0
1.0,7.0,2018.0,7.0,11.0
1.3,10.0,2016.0,4.0,11.0
2,6.0,2018.0,4.0,11.0
2.1.0,3.0,2017.0,4.0,11.0
2.1,6.0,2018.0,4.0,11.0
1.1,1.0,2015.0,2.0,11.0
2.05,2.0,2018.0,4.0,11.0
2.0.1077,5.0,2018.0,4.0,11.0
1.6,12.0,2013.0,2.0,11.0
1.01,8.0,2017.0,4.0,11.0
2.16,8.0,2018.0,4.0,11.0
1.1,9.0,2016.0,2.0,11.0
1.05,12.0,2017.0,4.0,11.0
1.96,2.0,2016.0,4.0,11.0
1.6,2.0,2016.0,4.0,11.0
1.24,1.0,2018.0,4.0,11.0
0.1,4.0,2017.0,2.0,11.0
r2.5.0.3a,7.0,2016.0,2.0,11.0
pb1.0.0.1,7.0,2018.0,4.0,11.0
pb1.0.0.1,7.0,2018.0,4.0,11.0
47,2.0,2016.0,2.0,11.0
2.0,10.0,2017.0,4.0,11.0
4.11.0,5.0,2018.0,4.0,11.0
2.0.1,7.0,2018.0,5.0,11.0
1.12.0,5.0,2018.0,4.0,11.0
2.8.0,5.0,2018.0,4.0,11.0
1.0.0,7.0,2018.0,11.0,11.0
1.0.0,8.0,2018.0,11.0,11.0
1.10.1,6.0,2018.0,4.0,11.0
3.0.1,7.0,2018.0,4.0,11.0
1.1.8,6.0,2018.0,4.0,11.0
2.1.1,8.0,2018.0,4.0,11.0
1.0.0,8.0,2018.0,5.0,11.0
2.0.180226.1,3.0,2018.0,4.0,11.0
1.0,3.0,2015.0,2.0,11.0
1.0.0,6.0,2018.0,11.0,11.0
1.0.0,1.0,2017.0,11.0,11.0
1,1.0,2016.0,2.0,11.0
1.0,5.0,2014.0,1.0,
2.0.180226.1,3.0,2018.0,4.0,11.0
3.67,7.0,2018.0,2.0,11.0
1.7,11.0,2017.0,4.0,11.0
1.2.0.9,1.0,2018.0,5.0,11.0
1.0,6.0,2013.0,1.0,
2.0,3.0,2018.0,4.0,11.0
0.2,10.0,2017.0,2.0,11.0
1.7.7,4.0,2018.0,4.0,11.0
2.983,5.0,2018.0,5.0,11.0
1.7.3,5.0,2018.0,2.0,11.0
6.93,3.0,2018.0,2.0,11.0
6.0,5.0,2016.0,2.0,11.0
1.2.2,8.0,2018.0,4.0,11.0
1.2,5.0,2018.0,4.0,11.0
0.5,2.0,2017.0,4.0,11.0
5.1,8.0,2017.0,4.0,11.0
1.0,11.0,2017.0,4.0,11.0
2.0,7.0,2018.0,4.0,11.0
2.20,5.0,2015.0,2.0,11.0
1.5,2.0,2017.0,4.0,11.0
5.1,8.0,2017.0,4.0,11.0
25.7,5.0,2018.0,4.0,11.0
1.31,5.0,2015.0,2.0,11.0
1.7.7,4.0,2018.0,4.0,11.0
3.10,5.0,2017.0,2.0,11.0
7.2.2,7.0,2018.0,4.0,11.0
1.7,5.0,2015.0,2.0,11.0
1.1,3.0,2017.0,4.0,11.0
1.3,7.0,2017.0,2.0,11.0
2.1.1,9.0,2017.0,4.0,11.0
1.1,2.0,2018.0,4.0,11.0
1.1.4,12.0,2017.0,4.0,11.0
1.0.6,4.0,2017.0,2.0,11.0
3.0,12.0,2017.0,2.0,11.0
3.16,7.0,2018.0,2.0,11.0
4.1.1,4.0,2015.0,2.0,11.0
1.0.56,7.0,2018.0,2.0,11.0
1.5.6,7.0,2018.0,5.0,11.0
3.4.06,7.0,2018.0,4.0,11.0
1.2,8.0,2016.0,2.0,11.0
0.20,10.0,2016.0,4.0,11.0
1.01,2.0,2014.0,2.0,11.0
2.0.0,11.0,2017.0,4.0,11.0
1.0.1,7.0,2018.0,4.0,11.0
1.1.0,2.0,2018.0,4.0,11.0
4.0,3.0,2017.0,4.0,11.0
1.0.7,8.0,2018.0,5.0,11.0
1.1.0,10.0,2017.0,4.0,11.0
1.0.6,2.0,2018.0,4.0,11.0
3.1,3.0,2018.0,2.0,11.0
8.0,11.0,2017.0,4.0,11.0
1.1,1.0,2018.0,4.0,11.0
1.7.2,6.0,2018.0,4.0,11.0
1.2.1,6.0,2018.0,4.0,11.0
1.44,7.0,2018.0,4.0,11.0
V1.0.1,8.0,2018.0,4.0,11.0
1.1,6.0,2018.0,4.0,11.0
0.8.2,7.0,2018.0,4.0,11.0
0.22,10.0,2017.0,4.0,11.0
4.1,6.0,2018.0,4.0,11.0
1.18.8,8.0,2018.0,4.0,11.0
14.0,2.0,2018.0,4.0,11.0
1.0.2,4.0,2018.0,4.0,11.0
10.36,2.0,2018.0,4.0,11.0
1.0.13,5.0,2018.0,5.0,11.0
1.0,3.0,2015.0,2.0,11.0
4.9.0,6.0,2018.0,4.0,11.0
2.2.927,7.0,2018.0,4.0,11.0
3.1.2,7.0,2018.0,4.0,11.0
3.98,7.0,2018.0,4.0,11.0
4.8.7.8,6.0,2018.0,4.0,11.0
3.3.1,6.0,2018.0,4.0,11.0
1.5.9.9,7.0,2018.0,4.0,11.0
1.8.0.4,2.0,2016.0,4.0,11.0
3.0.0.2071,6.0,2016.0,4.0,11.0
6.4.0.4,4.0,2016.0,4.0,11.0
1.0.0,8.0,2017.0,4.0,11.0
1.12.23,12.0,2016.0,4.0,11.0
4.0.8,8.0,2018.0,4.0,11.0
2.0.0,4.0,2018.0,4.0,11.0
6.4.1,3.0,2018.0,4.0,11.0
3.1.3,2.0,2017.0,4.0,11.0
1.2.2.2,4.0,2018.0,4.0,11.0
1.0.0,3.0,2018.0,11.0,11.0
1.3.0,1.0,2017.0,2.0,11.0
1.1,10.0,2015.0,4.0,11.0
8.5,8.0,2018.0,4.0,11.0
1.1,10.0,2015.0,4.0,11.0
1.4.0,9.0,2017.0,4.0,11.0
1.5.0,10.0,2017.0,4.0,11.0
10.012,2.0,2018.0,4.0,11.0
11.0.2,6.0,2018.0,4.0,11.0
1.0.0,3.0,2016.0,11.0,11.0
0.7,8.0,2018.0,1.0,11.0
2.10,3.0,2016.0,2.0,11.0
1.0.3,7.0,2018.0,4.0,11.0
1.4.5.2,7.0,2018.0,4.0,11.0
1.0,2.0,2015.0,2.0,11.0
1.0.0,1.0,2017.0,4.0,11.0
1.0.0,8.0,2018.0,11.0,11.0
2.6.28,8.0,2018.0,4.0,11.0
1.4,10.0,2016.0,2.0,11.0
1.1.2.0,3.0,2018.0,1.0,11.0
1.0.0,7.0,2018.0,11.0,11.0
R1.4.14.B1.4,7.0,2018.0,4.0,11.0
1.2.9,3.0,2017.0,4.0,11.0
3.0.3,7.0,2018.0,4.0,11.0
1.0.6,5.0,2018.0,4.0,11.0
1.27,5.0,2018.0,4.0,11.0
17.0,6.0,2018.0,4.0,11.0
V1.0.9,7.0,2018.0,4.0,11.0
3.0,1.0,2018.0,4.0,11.0
2.3.26,4.0,2017.0,4.0,11.0
0.0.5,1.0,2017.0,4.0,11.0
2.0.0,10.0,2017.0,4.0,11.0
10.4,7.0,2017.0,4.0,11.0
1.0,6.0,2018.0,4.0,11.0
6.0.0,10.0,2016.0,4.0,11.0
1.0.8,6.0,2017.0,4.0,11.0
1.9.5,4.0,2018.0,2.0,11.0
1.4,3.0,2014.0,4.0,11.0
1.002,8.0,2017.0,4.0,11.0
1.1,12.0,2016.0,3.0,11.0
1.06,10.0,2017.0,4.0,11.0
1.6.7,10.0,2016.0,2.0,11.0
1.0.10,7.0,2018.0,4.0,11.0
1.3.5,7.0,2018.0,4.0,11.0
1.02,1.0,2018.0,4.0,11.0
5.0,1.0,2018.0,4.0,11.0
1.0,8.0,2018.0,4.0,11.0
39.272.12,7.0,2018.0,2.0,11.0
1.1,10.0,2016.0,4.0,11.0
1.0,3.0,2017.0,4.0,11.0
1.2,10.0,2015.0,4.0,11.0
1.09,7.0,2017.0,4.0,11.0
R1.3.21.3,7.0,2016.0,4.0,11.0
3.0,3.0,2018.0,4.0,11.0
3.0.1,12.0,2017.0,4.0,11.0
V1.5.3,7.0,2018.0,4.0,11.0
1.0,10.0,2017.0,4.0,11.0
1.2,4.0,2016.0,4.0,11.0
1.0.0,9.0,2017.0,2.0,11.0
1.0,3.0,2017.0,4.0,11.0
1.0.0,10.0,2017.0,4.0,11.0
1.0.2,11.0,2016.0,2.0,11.0
7.0,5.0,2017.0,2.0,11.0
1.0,4.0,2018.0,4.0,11.0
1.0.0,5.0,2018.0,11.0,11.0
1.0,7.0,2016.0,3.0,11.0
1.7.6,5.0,2018.0,2.0,11.0
1.2.7,6.0,2018.0,4.0,11.0
2.3.10,8.0,2018.0,4.0,11.0
1.0,9.0,2017.0,4.0,11.0
1.0.0,1.0,2018.0,11.0,11.0
18.1.18164,6.0,2018.0,4.0,11.0
4.0.9,6.0,2018.0,4.0,11.0
3.7.1,5.0,2017.0,2.0,11.0
1.0,4.0,2018.0,4.0,11.0
1.0.0,8.0,2018.0,11.0,11.0
1.0.5,7.0,2018.0,5.0,11.0
3.2,10.0,2017.0,4.0,11.0
1.0,6.0,2018.0,4.0,11.0
1.0,7.0,2018.0,4.0,11.0
1.0.5,7.0,2017.0,2.0,11.0
1.0,4.0,2018.0,4.0,11.0
2.5.0-prod,4.0,2016.0,2.0,11.0
0.9.0,6.0,2017.0,4.0,11.0
1.1.0.0,6.0,2014.0,2.0,11.0
1.0.0,3.0,2017.0,4.0,11.0
2.94,7.0,2018.0,2.0,11.0
1.0.0,11.0,2017.0,4.0,11.0
2.32.2,5.0,2018.0,4.0,11.0
1.1.2,5.0,2018.0,5.0,11.0
1.2,4.0,2016.0,2.0,11.0
1.0,2.0,2017.0,4.0,11.0
26.1,7.0,2018.0,4.0,11.0
69.1,7.0,2018.0,4.0,11.0
1.0,4.0,2018.0,4.0,11.0
1.0,11.0,2015.0,4.0,11.0
0.0.0.2,3.0,2015.0,4.0,11.0
4.1,7.0,2018.0,4.0,11.0
1.3,2.0,2018.0,5.0,11.0
1.0,4.0,2017.0,1.0,11.0
1.0.0,5.0,2017.0,11.0,11.0
1.2,4.0,2017.0,2.0,11.0
1.1.12,6.0,2017.0,2.0,11.0
1.1.1,7.0,2018.0,4.0,11.0
1.9,6.0,2017.0,2.0,11.0
1.0,2.0,2017.0,2.0,11.0
4.2.2,7.0,2018.0,4.0,11.0
1.7,8.0,2018.0,4.0,11.0
1.4,11.0,2014.0,2.0,11.0
3.0,5.0,2018.0,4.0,11.0
1.1.1,7.0,2018.0,4.0,11.0
1.1.1,7.0,2018.0,4.0,11.0
1.0,4.0,2016.0,2.0,11.0
4.2.1,2.0,2018.0,4.0,11.0
